"","NMFS_DNA_ID","BOX_ID","BOX_POSITION","SAMPLE_ID","Pop","LENGTH","gender","COLLECTION_DATE","ESTIMATED_DATE","PICKER","PICK_DATE","TRIB_1","TRIB_2","WATER_NAME","REACH_SITE","HATCHERY","LOCATION_COMMENTS_F","Sample_ID","R04944","R04944.1","Omy_AldA","Omy_AldA.1","SexID","SexID.1","SH95489.423","SH95489.423.1","SH100771.63","SH100771.63.1","SH102510.682","SH102510.682.1","SH105115.367","SH105115.367.1","SH108735.311","SH108735.311.1","SH110201.359","SH110201.359.1","SH113128.73","SH113128.73.1","SH117286.374","SH117286.374.1","SH119892.365","SH119892.365.1","SH127645.308","SH127645.308.1","OMGH1PROM1.SNP1","OMGH1PROM1.SNP1.1","Omy_arp.630","Omy_arp.630.1","SH96222.125","SH96222.125.1","SH100974.386","SH100974.386.1","SH102867.443","SH102867.443.1","SH105385.406","SH105385.406.1","SH109243.222","SH109243.222.1","SH110362.585","SH110362.585.1","SH114315.438","SH114315.438.1","SH117370.400","SH117370.400.1","SH120255.332","SH120255.332.1","SH128851.273","SH128851.273.1","Omy_aspAT.123","Omy_aspAT.123.1","Omy_g12.82","Omy_g12.82.1","SH97077.73","SH97077.73.1","SH101554.306","SH101554.306.1","SH103350.395","SH103350.395.1","SH105386.347","SH105386.347.1","SH109525.403","SH109525.403.1","SH110689.148","SH110689.148.1","SH114448.87","SH114448.87.1","SH117540.259","SH117540.259.1","SH120950.569","SH120950.569.1","SH128996.481","SH128996.481.1","Omy_COX1.221","Omy_COX1.221.1","Omy_gh.475","Omy_gh.475.1","SH97954.618","SH97954.618.1","SH101770.410","SH101770.410.1","SH103577.379","SH103577.379.1","SH105714.265","SH105714.265.1","SH109651.445","SH109651.445.1","SH111666.301","SH111666.301.1","SH114587.480","SH114587.480.1","SH117815.81","SH117815.81.1","SH121006.131","SH121006.131.1","SH129870.756","SH129870.756.1","Omy_nramp.146","Omy_nramp.146.1","Omy_gsdf.291","Omy_gsdf.291.1","SH98188.405","SH98188.405.1","SH101832.195","SH101832.195.1","SH103705.558","SH103705.558.1","SH106172.332","SH106172.332.1","SH109693.461","SH109693.461.1","SH112208.328","SH112208.328.1","SH114976.223","SH114976.223.1","SH118175.396","SH118175.396.1","SH123044.128","SH123044.128.1","SH130524.160","SH130524.160.1","Omy_Ogo4.304","Omy_Ogo4.304.1","Omy_mapK3.103","Omy_mapK3.103.1","SH98409.549","SH98409.549.1","SH101993.189","SH101993.189.1","SH104519.624","SH104519.624.1","SH106313.445","SH106313.445.1","SH109874.148","SH109874.148.1","SH112301.202","SH112301.202.1","SH115987.812","SH115987.812.1","SH118654.91","SH118654.91.1","SH125998.61","SH125998.61.1","SH130720.100","SH130720.100.1","OMY_PEPA.INT6","OMY_PEPA.INT6.1","Omy_mcsf.371","Omy_mcsf.371.1","SH98683.165","SH98683.165.1","SH102420.634","SH102420.634.1","SH105075.162","SH105075.162.1","SH107074.217","SH107074.217.1","SH110064.419","SH110064.419.1","SH112820.82","SH112820.82.1","SH116733.349","SH116733.349.1","SH118938.341","SH118938.341.1","SH127236.583","SH127236.583.1","SH131460.646","SH131460.646.1","ONMYCRBF_1.SNP1","ONMYCRBF_1.SNP1.1","SH95318.147","SH95318.147.1","SH99300.202","SH99300.202.1","SH102505.102","SH102505.102.1","SH105105.448","SH105105.448.1","SH107285.69","SH107285.69.1","SH110078.294","SH110078.294.1","SH113109.205","SH113109.205.1","SH117259.96","SH117259.96.1","SH119108.357","SH119108.357.1","SH127510.920","SH127510.920.1","SH131965.120","SH131965.120.1"
"244","M074215","M749","8B","DO071914SFA022","SFA",201,12,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074215_M749_8B",4,4,3,4,6,6,3,1,4,4,2,2,2,2,1,3,2,1,3,3,1,1,2,2,4,4,1,1,1,3,3,1,3,1,2,2,3,1,3,3,2,2,2,2,2,2,4,4,1,1,3,1,2,2,4,4,3,1,3,4,3,3,4,4,3,4,1,1,2,1,2,2,2,2,4,4,2,2,1,1,3,3,1,1,3,3,3,3,4,4,1,1,1,3,2,2,3,3,3,3,3,3,1,1,3,4,3,3,2,2,4,4,3,1,2,1,1,1,1,1,2,2,3,3,1,1,4,4,1,1,3,3,2,1,2,4,1,1,1,3,2,2,2,2,3,3,1,1,2,2,4,4,2,2,2,2,2,2,1,1,4,4,1,3,1,4,3,3,1,3,1,3,1,1,4,4,4,4,3,3,2,3,4,4,2,2,3,3,3,3,1,1,3,3
"245","M074216","M749","8C","DO071914SFA023","SFA",164,12,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074216_M749_8C",4,4,4,4,6,6,3,1,4,1,2,1,2,2,1,1,2,1,3,3,1,1,2,1,4,4,1,1,1,1,3,1,1,1,1,1,3,3,3,4,2,2,2,2,2,2,4,4,4,1,1,1,2,2,4,4,3,1,3,4,3,3,4,4,3,4,1,1,1,1,2,1,2,2,4,1,4,4,1,1,3,3,1,1,1,3,3,3,4,4,2,1,3,3,2,2,3,3,3,3,1,1,3,3,3,4,3,3,2,2,4,4,3,1,2,2,1,1,1,3,2,2,3,1,4,4,2,4,1,1,3,1,2,1,4,4,1,1,3,3,2,2,2,2,3,3,1,1,4,2,4,4,1,1,2,1,2,2,2,1,4,4,1,3,1,1,3,3,1,1,1,3,3,3,4,4,4,4,1,3,3,3,4,4,2,2,3,3,3,3,1,3,3,3
"246","M074217","M749","8D","DO071914SFA024","SFA",190,12,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074217_M749_8D",4,4,3,4,6,6,1,1,4,4,2,2,2,3,1,3,2,1,2,3,1,1,2,2,4,4,1,1,1,3,1,1,3,3,2,1,3,3,3,3,2,2,2,2,4,4,4,4,4,1,3,1,2,2,4,4,1,1,3,3,3,4,4,4,4,4,1,1,2,2,2,2,2,2,4,1,4,2,1,1,3,3,4,1,1,1,3,3,1,1,2,2,3,3,2,2,1,3,1,1,3,1,3,3,3,3,3,1,2,2,4,1,3,1,2,1,4,1,1,3,2,3,3,1,1,1,4,4,1,1,3,1,2,2,4,4,1,1,1,3,2,2,2,2,1,3,3,1,2,2,3,4,2,2,2,2,2,2,2,2,4,2,3,3,1,1,3,3,1,1,1,1,3,3,4,4,2,4,1,3,3,3,2,4,2,2,3,1,3,3,1,1,1,3
"247","M074218","M749","8E","DO071914SFA025","SFA",160,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074218_M749_8E",4,4,3,3,7,6,3,1,4,4,2,2,2,2,3,3,2,2,2,2,1,1,2,1,1,4,1,1,1,1,1,1,3,1,1,1,3,3,3,3,4,2,2,1,4,4,4,4,4,1,1,1,2,2,4,1,3,1,4,4,3,3,4,4,4,4,1,1,2,1,2,2,2,2,4,4,4,2,1,3,3,3,4,1,1,3,3,3,4,1,1,1,3,3,2,2,3,3,3,3,1,1,3,1,3,4,3,3,2,2,4,4,3,1,1,1,1,1,1,3,2,2,3,1,4,1,4,4,1,1,3,1,2,1,4,4,1,1,1,1,2,4,2,2,3,3,1,1,4,4,3,3,2,2,2,2,2,2,2,1,4,4,3,3,1,4,3,3,1,3,3,3,1,3,4,4,4,4,3,3,2,2,2,4,2,2,3,3,3,1,1,3,1,3
"248","M074219","M749","8F","DO071914SFA026","SFA",213,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074219_M749_8F",4,4,3,4,7,6,1,1,4,1,2,2,2,2,3,3,2,1,2,3,1,1,2,2,4,4,1,1,1,3,1,1,3,3,2,1,3,3,3,3,2,2,2,1,2,4,4,4,4,1,1,1,2,4,4,4,1,1,3,3,3,3,4,4,3,4,1,1,2,1,2,1,2,1,4,4,4,2,1,1,3,1,1,1,3,3,3,3,1,1,1,1,3,3,2,2,3,3,1,3,3,1,3,1,3,3,3,3,2,1,4,4,3,1,2,1,1,1,1,3,2,3,3,3,4,4,2,2,1,1,1,1,1,1,2,4,1,1,3,3,2,2,2,2,1,3,1,1,4,2,3,3,2,1,2,2,2,2,1,1,4,4,1,3,1,4,2,3,1,1,3,3,1,3,4,4,4,4,1,3,3,3,4,4,2,2,3,3,3,1,1,3,3,3
"249","M074220","M749","8G","DO071914SFA027","SFA",180,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074220_M749_8G",4,4,3,4,7,6,3,3,4,1,2,2,2,3,3,3,2,1,2,2,1,1,2,2,4,4,1,1,1,1,1,1,1,1,2,2,3,3,4,4,2,2,2,2,2,4,4,4,4,4,1,1,2,4,4,4,1,1,3,4,3,3,4,4,3,3,1,1,2,1,2,2,2,2,4,1,4,2,1,1,3,3,4,4,1,3,3,3,1,1,2,1,3,3,2,2,3,3,3,3,3,3,3,1,3,3,3,3,2,1,4,4,3,3,2,1,1,1,1,3,2,2,3,3,4,1,2,4,1,4,1,1,1,1,2,4,1,1,1,3,4,4,2,2,1,3,1,1,4,2,3,4,2,1,2,2,2,2,1,1,4,4,1,3,1,1,2,3,1,3,1,3,3,3,4,4,4,4,1,3,3,3,4,4,2,2,3,3,3,3,1,3,3,3
"250","M074221","M749","8H","DO071914SFA028","SFA",150,12,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074221_M749_8H",4,4,3,3,6,6,1,1,4,1,2,2,2,2,1,3,1,1,2,3,1,1,2,2,4,4,1,4,1,1,1,1,3,1,2,1,3,3,3,3,4,2,2,1,4,4,4,4,4,4,1,1,2,2,4,4,1,1,3,4,3,3,2,2,4,4,1,1,2,2,2,2,2,1,4,1,2,2,1,3,3,3,4,1,1,3,3,3,4,1,2,1,3,3,2,2,1,3,1,3,3,1,3,1,3,4,1,1,2,1,4,4,3,1,2,1,1,1,1,3,2,2,3,1,4,1,4,4,1,1,3,1,1,1,4,4,1,1,1,3,2,4,2,2,1,1,1,1,4,2,3,4,1,1,2,2,2,2,1,1,4,4,1,3,1,1,3,3,1,1,3,3,3,3,4,4,4,4,3,3,2,3,4,4,2,2,3,3,3,3,1,3,3,3
"251","M074222","M749","9A","BT071914SFA004","SFA",212,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074222_M749_9A",4,4,3,4,7,6,3,1,4,1,2,2,2,2,1,3,2,1,2,3,1,1,2,2,4,4,1,1,1,1,3,1,1,1,2,2,3,3,3,4,4,2,2,2,4,4,4,4,4,1,1,1,2,4,4,4,1,1,3,4,3,3,2,4,3,3,1,1,1,1,2,2,2,2,4,4,2,2,1,1,3,3,1,1,1,3,3,3,4,1,1,1,3,3,2,2,3,3,3,3,1,1,3,3,3,4,3,3,2,2,4,4,3,1,2,1,1,1,1,3,3,3,1,1,1,1,2,4,1,1,3,3,2,1,2,4,1,1,1,1,2,2,2,2,3,3,1,1,4,4,3,3,2,2,2,2,2,4,1,1,4,4,1,1,1,4,2,3,1,1,3,3,1,3,4,4,4,4,1,3,3,3,4,4,2,2,3,3,3,1,1,3,3,3
"252","M074223","M749","9B","BT071914SFA005","SFA",111,12,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074223_M749_9B",4,4,3,3,6,6,3,1,4,1,2,1,2,2,1,3,2,2,3,3,1,1,2,2,4,4,1,1,1,3,1,1,3,1,2,2,3,1,3,3,4,2,2,2,2,2,4,4,4,1,1,1,2,4,4,4,3,1,3,4,3,4,2,4,4,4,1,1,2,1,2,2,2,2,4,4,2,2,1,1,3,3,4,1,1,1,3,3,1,1,2,1,3,3,2,2,1,3,1,3,1,1,3,1,3,3,3,3,2,2,4,4,3,3,1,1,1,1,1,3,2,3,3,1,4,1,2,4,1,1,1,1,1,1,4,4,1,1,3,3,2,4,2,2,1,1,3,3,4,2,3,3,2,2,2,2,2,2,2,1,4,4,3,3,1,1,3,3,1,3,1,3,1,3,4,4,4,4,1,3,2,2,2,4,2,2,3,3,3,1,1,3,1,3
"253","M074224","M749","9C","DS071914SFA001","SFA",216,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074224_M749_9C",4,4,3,3,7,6,3,1,4,4,2,1,2,2,1,1,2,1,2,3,1,1,2,1,4,4,1,4,1,1,3,3,1,1,2,1,3,3,3,3,2,2,2,1,2,4,4,4,4,4,0,0,2,4,4,4,1,1,3,3,3,4,2,4,3,4,1,1,2,1,2,2,2,2,4,4,4,4,3,3,3,1,4,4,1,3,3,3,4,1,2,1,3,3,2,2,1,1,1,3,3,3,3,1,4,4,3,3,2,1,4,4,3,3,1,1,1,1,3,3,2,2,3,1,4,1,4,4,1,1,1,1,2,1,4,4,1,1,3,3,2,4,2,1,1,1,1,1,4,4,3,4,1,1,2,2,2,2,1,1,4,4,3,3,1,4,2,3,1,3,1,3,1,3,4,4,4,4,1,3,2,2,4,4,2,2,3,3,3,1,1,3,3,3
"254","M074225","M749","9D","DS071914SFA002","SFA",152,12,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074225_M749_9D",4,4,3,3,6,6,3,1,4,1,2,2,2,3,1,3,2,1,2,3,1,1,2,2,4,4,1,1,1,1,1,1,3,1,2,1,3,3,3,4,4,4,2,2,2,4,4,4,4,4,1,1,2,4,1,1,1,1,3,3,3,3,2,4,3,4,1,1,2,2,2,2,2,2,4,1,2,2,1,1,3,3,4,1,1,1,3,3,4,1,2,1,3,3,2,2,3,3,3,3,1,1,3,1,3,3,3,1,2,2,4,4,3,3,1,1,4,1,1,1,2,2,3,3,4,4,4,4,1,1,3,1,2,1,4,4,1,1,1,1,2,4,2,2,1,1,1,1,4,4,3,4,1,1,2,2,2,2,2,2,4,4,1,3,4,4,3,3,1,1,1,1,3,3,4,1,4,4,3,3,3,3,4,4,2,2,3,1,3,1,1,1,1,3
"255","M074226","M749","9E","DS071914SFA003","SFA",171,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074226_M749_9E",4,4,3,3,7,6,3,3,1,1,2,2,2,2,1,3,2,2,3,3,1,1,2,1,4,4,1,1,1,1,3,1,1,1,2,1,3,3,3,3,4,2,2,1,0,0,4,4,1,1,1,1,2,4,4,1,1,1,4,4,3,3,2,4,4,4,1,1,2,2,2,2,2,2,4,4,2,2,1,3,3,3,4,4,1,1,3,3,4,4,2,1,3,3,2,2,3,3,1,3,3,1,1,1,3,3,3,1,2,2,4,4,3,1,1,1,4,1,1,3,2,3,3,3,4,4,4,4,1,1,1,1,2,1,4,4,1,1,3,3,4,4,2,1,1,1,1,1,2,2,4,4,1,1,2,2,2,2,2,1,4,4,1,1,4,4,2,3,1,3,1,1,3,3,4,4,2,4,1,3,3,3,4,4,2,2,3,3,3,1,3,3,3,3
"256","M074227","M749","9F","DS071914SFA004","SFA",203,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074227_M749_9F",4,4,3,3,7,6,3,3,4,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2,4,4,1,4,1,3,3,3,1,1,2,1,3,3,3,3,2,2,2,1,4,4,4,4,1,1,1,1,2,4,4,4,3,1,3,4,3,3,2,4,3,4,1,1,2,2,2,2,2,2,4,4,2,2,1,1,3,1,4,1,3,3,3,3,4,1,2,1,3,3,2,2,3,3,3,3,1,1,3,3,3,3,3,3,2,2,4,4,3,3,1,1,1,1,1,1,2,2,3,3,4,1,4,4,1,1,1,1,2,1,2,4,1,1,3,3,2,4,2,2,1,3,3,3,4,2,3,3,2,1,2,2,2,2,1,1,4,4,1,3,1,4,2,3,1,1,1,3,3,3,4,4,4,4,1,3,2,3,4,4,2,2,3,3,3,1,1,3,3,3
"257","M074228","M749","9G","DS071914SFA005","SFA",190,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074228_M749_9G",4,4,3,3,7,6,3,1,4,4,2,2,2,2,1,1,2,1,2,3,1,1,2,2,4,4,1,4,1,3,3,1,3,1,1,1,3,3,3,3,4,2,2,2,4,4,4,4,4,1,3,1,4,4,4,1,1,1,3,3,3,3,2,2,3,4,1,1,1,1,2,1,2,2,4,1,4,4,1,1,3,1,4,4,1,3,3,3,4,1,2,1,3,3,2,2,1,3,3,3,3,3,3,1,4,4,3,1,2,1,4,1,3,3,1,1,1,1,3,3,2,2,3,1,4,4,4,4,1,4,1,1,2,1,4,4,1,1,3,3,4,4,2,1,1,1,1,1,4,4,3,4,1,1,2,2,2,2,1,1,4,4,1,3,1,4,2,3,1,1,1,3,1,3,4,4,4,4,1,3,2,2,4,4,2,2,3,3,3,3,1,3,1,3
"258","M074229","M749","9H","DS071914SFA006","SFA",190,12,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074229_M749_9H",4,4,3,4,6,6,1,1,4,1,1,1,2,2,1,3,2,1,2,3,1,1,2,2,4,4,1,1,1,1,1,1,3,1,2,1,3,3,3,3,2,2,2,1,4,4,4,4,1,1,3,1,2,4,4,4,1,1,3,4,3,3,4,4,4,4,1,1,2,1,2,2,2,2,4,4,2,2,1,1,3,1,1,1,3,3,3,3,1,1,1,1,3,3,2,2,1,3,3,3,3,1,3,1,3,4,3,1,2,1,4,4,3,3,2,2,4,1,1,3,2,2,3,3,4,4,2,4,1,1,3,1,1,1,2,4,1,1,1,1,4,4,2,2,1,3,1,1,2,2,3,4,2,1,2,1,2,2,1,1,4,4,1,3,1,1,2,3,1,3,1,3,1,3,4,4,4,4,1,3,2,3,4,4,2,2,3,3,3,1,3,3,1,1
"259","M074230","M749","10A","DO071914SFA029","SFA",235,12,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074230_M749_10A",4,4,3,3,6,6,3,1,1,1,2,1,2,2,0,0,1,1,2,3,1,1,2,2,4,4,1,1,1,3,3,1,3,1,2,2,3,1,3,3,2,2,2,1,2,2,4,4,1,1,1,1,4,4,4,1,3,1,3,4,3,4,4,4,3,4,1,1,1,1,2,2,2,2,4,1,2,2,1,1,3,3,4,4,1,3,3,3,4,4,1,1,3,3,2,2,1,3,3,3,1,1,3,3,3,3,3,3,2,2,4,4,3,1,2,1,1,1,3,3,2,3,1,1,4,1,2,4,1,1,3,1,2,2,2,4,1,1,1,3,2,2,2,1,1,1,3,1,4,4,4,4,2,2,2,2,2,2,2,1,4,4,1,3,1,4,3,3,1,1,1,3,3,3,4,4,4,4,3,3,2,3,2,4,2,2,3,3,3,3,1,3,1,3
"260","M074231","M749","10B","DO071914SFA030","SFA",200,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074231_M749_10B",4,4,3,3,7,6,3,1,4,1,2,2,2,3,1,1,1,1,2,2,1,1,2,2,4,4,1,1,1,3,1,1,3,1,1,1,3,3,3,3,4,2,2,2,2,2,4,4,4,4,3,3,2,2,4,4,1,1,3,3,3,3,4,4,4,4,1,1,2,2,2,2,2,2,4,4,2,2,1,3,3,1,1,1,3,3,3,3,1,1,1,1,3,3,2,2,1,3,3,3,1,1,3,3,3,3,3,3,2,2,4,4,3,1,1,1,4,1,1,1,2,3,3,1,4,4,4,4,1,1,3,3,2,1,4,4,1,1,3,3,2,4,2,2,1,3,1,1,4,4,4,4,2,1,2,2,2,2,1,1,4,4,1,3,1,1,3,3,3,3,1,1,3,3,4,4,4,4,3,3,2,2,2,4,2,2,3,3,3,3,1,3,3,3
"261","M074232","M749","10C","DO071914SFA031","SFA",135,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074232_M749_10C",4,4,3,3,7,6,1,1,4,1,2,2,2,2,1,1,1,1,2,3,1,1,2,1,4,4,1,1,1,1,1,1,1,1,2,1,3,3,3,4,2,2,2,2,2,4,4,4,1,1,1,1,2,2,4,4,3,1,3,3,3,3,4,4,4,4,1,1,1,1,2,2,2,1,1,1,0,0,1,3,3,3,4,4,3,3,3,3,1,1,2,1,3,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,2,2,4,4,3,3,1,1,1,1,1,1,2,2,3,3,4,4,4,4,1,1,1,1,1,1,2,4,1,1,1,3,4,4,2,2,1,1,1,1,2,2,3,3,2,2,2,2,2,2,2,1,4,4,1,1,1,1,3,3,1,3,3,3,3,3,4,4,4,4,3,3,2,2,4,4,2,2,3,3,3,1,1,1,3,3
"262","M074233","M749","10D","DO071914SFA032","SFA",120,12,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074233_M749_10D",4,4,3,4,6,6,3,1,4,1,2,2,2,2,1,3,2,1,2,2,1,1,2,2,4,4,1,4,3,3,1,1,3,1,2,1,3,3,3,3,2,2,2,1,2,2,4,4,1,1,1,1,2,2,4,1,3,1,3,4,3,3,2,4,3,4,1,1,2,2,2,1,2,1,1,1,2,2,1,1,3,1,4,1,1,3,3,3,1,1,2,1,3,3,2,2,3,3,1,3,3,1,3,1,3,3,3,1,2,1,4,4,3,1,2,1,1,1,1,1,2,2,3,1,4,4,2,4,1,1,3,3,2,1,2,4,1,1,3,3,4,4,2,2,3,3,1,1,4,4,3,4,2,1,2,2,2,2,1,1,4,4,1,3,1,4,3,3,1,1,1,3,1,3,4,4,4,4,1,3,2,3,4,4,2,2,1,1,1,1,1,3,1,3
"263","M074234","M749","10E","DO071914SFA033","SFA",130,12,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074234_M749_10E",4,4,4,4,6,6,1,1,1,1,2,1,2,3,3,3,2,1,3,3,1,1,2,2,4,4,1,1,1,3,3,1,1,1,2,1,3,3,3,3,4,2,2,1,2,4,4,4,1,1,1,1,2,2,4,4,1,1,4,4,3,3,2,4,3,4,1,1,2,2,2,2,2,2,4,1,4,4,3,3,3,1,4,1,1,1,3,3,1,1,1,1,3,3,2,2,1,1,3,3,3,1,3,3,3,4,3,3,2,1,4,4,3,3,1,1,1,1,3,3,2,3,1,1,4,4,2,2,1,1,1,1,1,1,4,4,1,1,1,3,2,4,2,1,1,1,3,1,4,2,3,4,2,1,2,2,2,2,1,1,4,4,3,3,1,4,3,3,1,3,1,3,3,3,4,4,4,4,1,3,2,3,4,4,2,2,3,3,1,1,3,3,3,3
"264","M074235","M749","10F","BT071914SFA001","SFA",182,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074235_M749_10F",4,4,3,3,7,6,1,1,4,1,2,2,2,2,1,3,1,1,3,3,1,1,2,2,4,4,1,1,1,1,1,1,1,1,2,2,3,3,3,3,2,2,2,1,2,4,4,4,1,1,3,1,2,4,4,1,1,1,4,4,3,3,2,4,4,4,1,1,2,1,2,2,2,2,4,1,4,2,1,1,3,3,4,1,1,3,3,3,1,1,2,1,3,3,2,2,1,3,0,0,1,1,3,3,3,4,3,3,2,1,4,4,3,1,2,1,1,1,1,3,2,2,3,3,4,1,4,4,1,4,1,1,2,1,4,4,1,1,1,1,2,2,2,1,1,3,1,1,2,2,3,4,2,1,2,2,2,2,2,1,4,4,1,3,1,4,3,3,1,1,1,3,3,3,4,4,4,4,1,3,3,3,4,4,2,2,3,1,3,3,1,3,1,3
"265","M074236","M749","10G","BT071914SFA002","SFA",205,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074236_M749_10G",4,4,3,3,7,6,3,3,4,1,2,1,2,2,1,1,2,1,3,3,1,1,2,2,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,4,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2,2,1,3,3,3,3,1,3,1,3,4,3,3,2,2,4,4,1,1,2,1,1,1,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,3,3,4,4,2,1,1,3,1,1,2,2,4,4,2,2,2,2,2,2,1,1,4,4,3,3,1,4,3,3,1,3,1,1,3,3,4,4,4,4,1,1,2,3,4,4,2,2,3,3,3,1,1,3,3,3
"266","M074237","M749","10H","BT071914SFA003","SFA",195,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Kyburz and Twin Bridges",NA,"Above Natural Historical Barrier","M074237_M749_10H",4,4,3,3,7,6,3,1,4,4,2,2,2,2,3,3,2,1,2,2,1,1,2,2,4,4,1,1,1,1,3,3,3,3,2,1,3,3,3,3,4,2,2,1,4,4,4,4,1,1,1,1,2,4,4,1,1,1,4,4,3,3,2,4,3,4,1,1,2,1,2,1,2,2,4,4,4,2,3,3,3,3,4,1,3,3,3,3,1,1,1,1,3,3,2,2,3,3,3,3,1,1,3,1,3,4,3,1,2,2,4,4,1,1,2,1,1,1,1,3,2,2,3,1,4,1,4,4,4,4,3,1,1,1,4,4,1,1,1,3,2,2,2,1,3,3,1,1,4,4,4,4,2,1,2,2,2,2,2,1,4,4,3,3,1,1,3,3,1,3,1,3,3,3,4,4,4,4,3,3,3,3,4,4,2,2,3,3,3,1,3,3,1,3
"267","M074238","M749","11A","GR071914SFB001","SFB",165,13,"7/19/14",NA,"EC","9/24/14","American River","","South Fork American River","Between Riverton and Whitehall, below Kyburz",NA,"Below Natural Historical Barrier","M074238_M749_11A",4,4,3,3,7,6,1,1,4,1,2,2,2,2,1,1,2,1,2,2,1,1,2,2,4,4,1,4,1,3,3,1,1,1,2,2,3,3,3,3,4,2,2,1,2,4,4,4,1,1,1,1,2,2,4,1,1,1,3,4,3,3,4,4,3,3,1,1,1,1,2,2,2,2,4,4,4,2,1,3,3,3,1,1,1,3,3,3,1,1,1,1,1,3,2,2,1,3,3,3,3,1,3,3,3,3,3,1,2,2,4,1,1,1,1,1,1,1,1,3,2,3,1,1,4,1,2,4,1,1,3,1,2,1,2,4,1,1,3,3,2,4,2,2,1,3,1,1,4,4,3,4,1,1,2,2,2,2,1,1,4,4,3,3,1,1,3,3,1,3,1,3,1,3,4,4,4,4,1,3,2,2,4,4,2,1,3,1,1,1,1,3,3,3
